.id,kind,etag,id,contentDetails.videoId,contentDetails.videoPublishedAt
items18,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/ztkZi0te-En9cHTNTw48fSsF7xI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42QTUzQkYzMTExNUI2MzFG,Tzzu4-uMhds,2017-10-04T07:34:26.000Z
items19,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/rUAS3j1gB7L43gSANh3Jv5l5e-Q""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41QzVBMEU1RTY3M0EwOTUy,v2x3jxSFu14,2016-11-14T05:03:27.000Z
items20,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/f9mXHFKYU6i0LK3NM5TTiXP7a8E""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5EOEYxRjY0RUIwQ0Y4ODU4,wCblu2ngVck,2011-04-05T19:50:02.000Z
items21,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/f-42y8TkYKixEeaAgATi9krUrs8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40Nzk1RDY0OEMzQUJCRThE,i1_a4v8-M6A,2011-08-19T00:18:11.000Z
items22,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/-ger5o0NEbMrFRr1mdW9x7pHFYM""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41N0VGQzRDNUQ3Q0E3QTIw,4mFrKloMw2k,2016-11-25T23:46:50.000Z
items23,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/ZXhVq27OIhCTJ8AYQHkyhqO4cIg""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5EM0Y3ODcyMEJFRDFGNUYw,5-f2Rzw9gLs,2018-09-08T21:19:25.000Z
items24,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/wRpwVh_CbFT0CqmKfGRX3hlt_Rk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5COURBMjQ5RUI5N0U2OTY1,32LpVrHcEn4,2019-01-15T13:49:56.000Z
items25,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/g_TJqqr17gYKz0q4J1Cs1OlNoLg""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xM0RCQTA2NTRERTcwOUQ5,MzlHI6FfixM,2011-04-16T22:20:34.000Z
items26,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/_CL41Egy1xKw3lyhd02HbJf4G3o""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5BNDZFMjk0RDlGNEI0RENC,Wnc_iugMIPE,2015-05-26T02:50:53.000Z
items27,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/aEdg1M9RnmknQFODKm2adgaidO0""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5GMTE1NThBMTBBMjUwRDBF,YbxaJMw2_DA,2018-11-08T21:00:02.000Z
items28,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/kS7POYKgUjntLVvC07c4MF9GvHU""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wNDQwM0YwMEZFNDA5RDND,DKuBem78QnY,2018-09-03T15:00:03.000Z
items29,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/3tHh4V5MfQy5tNJZYG8GuEOtn-o""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40NjEyNzc1ODIwN0E2OTMz,HwDnLe9s81k,2017-03-23T22:16:34.000Z
items30,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/dU1unLy0_IxF6wQmIXDIT1NGjlA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zMUJGOTJCMDVCQ0M1RkNB,mwDgexdXlWo,2019-03-09T00:30:00.000Z
items31,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/RUhquoia6OWA6Axd_Dgs4whVK9Q""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40QkRGQkI2RDFFREMzNzgx,luoYCYyAWa0,2009-12-11T19:45:13.000Z
items32,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/YE7QMibdkNJaGgjxK5OkDbIh76o""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wMkU1MDgzRTdERTExODhB,3-TIHNVhviA,2018-09-24T09:21:21.000Z
items33,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/Qwj-N4Q1szMjWLWnXiHe8N-6Rqc""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wRjZDRjJBODAwRDAwNEZF,aiWQxZprZ1s,2013-01-22T19:19:58.000Z
items34,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/2WUIpS0_PWF3-z94Mcc5jGuQAkQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42OUZBNjI2RTBDRDNFOERF,Gp9EL3asrPQ,2016-04-22T04:51:55.000Z
items35,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/c6vYxJzZBnb3ICbk5DnRFucpx3U""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zOUM3OUU2OTAwRUUyNTlD,0wELwGMjrGM,2018-11-11T21:11:57.000Z
items36,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/wYsIwAq4vDXaaJ2EpbEVHWWRMho""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5GN0REOTBEMjM2RDRENDky,16Cbbf3IIuk,2018-10-01T04:22:27.000Z
items37,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/qJRoIKi9NmCbY5V2qjCuLJQ7iCA""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44RkYzOUZEOUZEOTBCNDA0,BV7xVoKYxGA,2016-03-02T15:18:42.000Z
items38,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/cDWEZJ2YS3UpentzAi1rmgb76lk""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41OEQzNjM2RTE1MUE4OEM3,i1f4kRskNiY,2011-06-27T01:33:08.000Z
items39,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/2Bl0ExDRQXGVR-BsZpqwwQfee6s""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5ENEM1NDA2QzUwMjdCNUNF,Y9bbP4ydYyU,2010-08-05T02:22:13.000Z
items40,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/itmQtI5eq0Z8IMBw8jJ-MyfH62c""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC41MjA3MkIwRDlBNDAyMDNB,og9XWHKfutQ,2011-04-23T19:17:35.000Z
items41,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/EIKZShZ0HwZpZVbBEjgmz5Yxg_8""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4xQzQ1NUM3MjU5MDZDMUFE,g7BAot3zDVI,2013-03-11T03:02:09.000Z
items42,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/qsmznd3kgMq-e6gXeG3RpAzQG7Y""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DRkEzNzQ3MzYyOUJGMTU1,7w6-lFMgar0,2018-02-04T06:06:15.000Z
items43,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/7gddm9mk7B9mX-1ZKkm6nBshJOQ""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DMzk4NTZDOTg1MUI2MEY2,XaStIgx8VEo,2012-07-20T22:18:53.000Z
items44,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/O0-BhJ_BN98vVUV0FFaiTwuLRqI""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zQkMwMDk5MjIxRjE1MkVD,0F_ZxaZqCnc,2015-03-02T05:01:31.000Z
items45,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/nD8YHIeLK6pQnKU1MCxgMubFZoo""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4zNEU0MzNEMDY2MEI2NkY3,gwqrP2_mvog,2008-03-26T18:26:19.000Z
items46,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/pJtJhpkHOnY4UBafsqNGc8s23iw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC40OTgzNDZEQ0JFMTc1MjAx,fuGGGSHK4Og,2015-04-29T07:41:58.000Z
items47,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/NxS3MQREoeZeGAHU3mm-smlPK7A""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC5DMDhEQjk3MzA3MUQwMzE5,-1VhigA7o88,2018-01-04T17:02:53.000Z
items48,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/mFdArHh0glGqyCOx7iBG7T2o1Gs""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC42NEZENTEyMzRCRjM0OTQ3,QnLwnXt5WZw,2013-12-27T21:57:00.000Z
items49,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/2DtSkaeXUlgXB1-LGoR7g2JblLw""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC44NzZCMzY3RjQ4OTY3ODJD,qPr-xsQvhgw,2009-08-12T10:53:05.000Z
items50,youtube#playlistItem,"""p4VTdlkQv3HQeTEaXgvLePAydmU/9l15OQYPAduCnykF9hhQpQGNzSs""",UExHNkhvZVNDM3JhRS1FQjhyX3ZWRE9zLTU5a2czU3B2ZC4wQjRERUI5QjNEQTlDNkE0,qSmR_KU3JH0,2018-05-29T03:45:00.000Z
