weekday,weekday_fct,weekday_chr,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month,month_chr,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,274,2011-10-01,10,509,1037.269628,7500,1273,480,1949,2429
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,275,2011-10-02,10,368,959.1864519999999,7900,938,616,2302,2918
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,276,2011-10-03,10,462,1013.2051759999999,7600,335,330,3240,3570
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,277,2011-10-04,10,650,1106.6238480000002,7100,871,486,3970,4456
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,278,2011-10-05,10,791,1169.371528,6400,737,559,4267,4826
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,279,2011-10-06,10,697,1115.3713000000002,6200,603,639,4126,4765
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,280,2011-10-07,10,744,1143.0910239999998,6800,67,949,4036,4985
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,281,2011-10-08,10,744,1153.307752,7000,201,2235,3174,5409
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,282,2011-10-09,10,791,1165.724348,7200,268,2397,3114,5511
Monday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,283,2011-10-10,10,838,1187.6213000000002,7300,134,1514,3603,5117
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,284,2011-10-11,10,838,1191.286976,8000,603,667,3896,4563
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Rain/Snow/Storm,other,NA,285,2011-10-12,10,791,1158.4808520000001,9000,1072,217,2199,2416
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,286,2011-10-13,10,885,1197.885424,8900,603,290,2623,2913
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,287,2011-10-14,10,791,1172.3043,7100,1005,529,3115,3644
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,288,2011-10-15,10,697,1136.5260999999998,4800,1139,1899,3318,5217
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,289,2011-10-16,10,744,1141.6460240000001,4800,1206,1748,3293,5041
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,290,2011-10-17,10,791,1150.3980999999999,5700,737,713,3857,4570
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,291,2011-10-18,10,791,1164.265476,7000,469,637,4111,4748
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Rain/Snow/Storm,other,NA,292,2011-10-19,10,791,1154.008288,8900,1072,254,2170,2424
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,293,2011-10-20,10,650,1099.3029,6300,1876,471,3724,4195
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,294,2011-10-21,10,556,1049.676976,5700,938,676,3628,4304
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,295,2011-10-22,10,509,1051.868752,6200,402,1499,2809,4308
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,296,2011-10-23,10,509,1048.216948,7400,402,1619,2762,4381
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,297,2011-10-24,10,603,1088.369452,7700,469,699,3488,4187
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,298,2011-10-25,10,650,1095.6615000000002,6200,737,695,3992,4687
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,299,2011-10-26,10,650,1106.609976,7200,603,404,3490,3894
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,300,2011-10-27,10,650,1088.345176,8100,871,240,2419,2659
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Clouds/Mist,other,NA,301,2011-10-28,10,321,928.546672,5800,1005,456,3291,3747
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Rain/Snow/Storm,other,NA,302,2011-10-29,10,133,823.4674279999999,8800,1541,57,570,627
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,303,2011-10-30,10,321,931.456324,6200,737,885,2446,3331
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2011,other,NA,Good,other,NA,304,2011-10-31,10,321,971.6088279999999,7000,469,362,3307,3669
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,305,2011-11-01,11,462,1019.033728,6800,603,410,3658,4068
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,306,2011-11-02,11,415,1010.993748,7100,335,370,3816,4186
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,307,2011-11-03,11,509,1029.2446759999998,7000,603,318,3656,3974
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,308,2011-11-04,11,462,1026.321152,6200,1206,470,3576,4046
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,309,2011-11-05,11,321,934.3752239999999,5100,804,1156,2770,3926
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,310,2011-11-06,11,368,978.885848,7300,402,952,2697,3649
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,311,2011-11-07,11,462,1023.406876,7500,201,373,3662,4035
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,312,2011-11-08,11,509,1036.556376,7200,268,376,3829,4205
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,313,2011-11-09,11,462,1032.895324,7500,268,305,3804,4109
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,314,2011-11-10,11,415,992.0214759999999,8100,804,190,2743,2933
Friday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,315,2011-11-11,11,321,914.6804520000001,4400,1407,440,2928,3368
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,316,2011-11-12,11,368,973.780952,5500,938,1275,2792,4067
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,317,2011-11-13,11,556,1057.7158,4500,1206,1004,2713,3717
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,318,2011-11-14,11,744,1166.451472,5800,1340,595,3891,4486
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,319,2011-11-15,11,744,1146.761324,6800,871,449,3746,4195
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Rain/Snow/Storm,other,NA,320,2011-11-16,11,603,1082.4981280000002,9300,603,145,1672,1817
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,321,2011-11-17,11,368,933.643476,5700,1340,139,2914,3053
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,322,2011-11-18,11,180,875.265476,4100,737,245,3147,3392
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,323,2011-11-19,11,321,935.102348,5000,1005,943,2720,3663
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,324,2011-11-20,11,603,1088.359048,6800,804,787,2733,3520
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Rain/Snow/Storm,other,NA,325,2011-11-21,11,603,1074.491672,9100,603,220,2545,2765
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Rain/Snow/Storm,other,NA,326,2011-11-22,11,509,1047.480576,9600,469,69,1538,1607
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,327,2011-11-23,11,556,1057.700772,7500,1474,112,2454,2566
Thursday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,328,2011-11-24,11,415,990.5764760000001,5400,737,560,935,1495
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,329,2011-11-25,11,415,1000.055676,6400,402,1095,1697,2792
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,330,2011-11-26,11,415,1005.1605720000001,6800,268,1249,1819,3068
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,331,2011-11-27,11,603,1086.9048,6900,871,810,2261,3071
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,332,2011-11-28,11,697,1126.5810319999998,7400,603,253,3614,3867
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Clouds/Mist,other,NA,333,2011-11-29,11,603,1081.7895,8300,1139,96,2818,2914
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2011,other,NA,Good,other,NA,334,2011-11-30,11,321,919.7714759999999,6100,1206,188,3425,3613
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,335,2011-12-01,12,274,913.2204239999999,5200,938,182,3545,3727
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,336,2011-12-02,12,274,943.136548,6200,402,268,3672,3940
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,337,2011-12-03,12,274,919.058224,6100,402,706,2908,3614
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,338,2011-12-04,12,321,963.5595999999999,7700,335,634,2851,3485
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,339,2011-12-05,12,462,1015.3773000000001,8200,268,233,3578,3811
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Rain/Snow/Storm,other,NA,340,2011-12-06,12,603,1087.5984,9400,1005,126,2468,2594
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Rain/Snow/Storm,other,NA,341,2011-12-07,12,509,1022.684376,9700,1139,50,655,705
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,342,2011-12-08,12,180,857.020328,5700,1072,150,3172,3322
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,343,2011-12-09,12,227,927.078552,6900,335,261,3359,3620
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,344,2011-12-10,12,180,867.972272,5000,1005,502,2688,3190
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,345,2011-12-11,12,86,852.646024,4900,268,377,2366,2743
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,346,2011-12-12,12,133,872.346576,6700,268,143,3167,3310
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,347,2011-12-13,12,227,908.115528,5900,603,155,3368,3523
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,348,2011-12-14,12,274,951.146472,6600,268,178,3562,3740
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,349,2011-12-15,12,509,1036.545972,6300,1139,181,3528,3709
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,350,2011-12-16,12,415,975.9577,5000,1139,178,3399,3577
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,351,2011-12-17,12,180,848.272876,5600,1072,275,2464,2739
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,352,2011-12-18,12,133,843.889324,5800,737,220,2211,2431
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,353,2011-12-19,12,227,884.7585479999999,6300,737,260,3143,3403
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,354,2011-12-20,12,462,1018.300824,5900,268,216,3534,3750
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,355,2011-12-21,12,556,1054.787652,8500,938,107,2553,2660
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,356,2011-12-22,12,509,1052.595876,7500,201,227,2841,3068
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,357,2011-12-23,12,415,996.405028,6800,1206,163,2046,2209
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,358,2011-12-24,12,274,905.9237519999999,5400,804,155,856,1011
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,359,2011-12-25,12,180,883.634916,6800,670,303,451,754
Monday,NA,other,Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,360,2011-12-26,12,321,924.7584599999999,5000,1072,430,887,1317
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Clouds/Mist,other,NA,361,2011-12-27,12,321,938.743748,7600,804,103,1059,1162
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,362,2011-12-28,12,274,883.649944,5000,1273,255,2047,2302
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,363,2011-12-29,12,133,865.059152,5700,536,254,2169,2423
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,364,2011-12-30,12,274,928.546672,6300,603,491,2508,2999
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2011,other,NA,Good,other,NA,365,2011-12-31,12,509,1038.723876,6100,938,665,1820,2485
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,366,2012-01-01,1,415,994.2178759999999,6900,804,686,1608,2294
Monday,NA,other,Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,367,2012-01-02,1,180,851.663424,3800,1474,244,1707,1951
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,368,2012-01-03,1,-8,705.9739,4400,1608,89,2147,2236
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,369,2012-01-04,1,-102,697.953572,4100,804,95,2273,2368
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,370,2012-01-05,1,180,881.844272,5200,536,140,3132,3272
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,371,2012-01-06,1,321,953.3486519999999,5400,737,307,3791,4098
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,372,2012-01-07,1,462,1011.740524,5300,737,1070,3451,4521
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,373,2012-01-08,1,321,953.3382480000001,4600,804,599,2826,3425
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,374,2012-01-09,1,86,846.085724,7000,402,106,2270,2376
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,375,2012-01-10,1,274,928.5628559999999,6400,804,173,3425,3598
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,376,2012-01-11,1,180,886.941076,8400,536,92,2085,2177
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,377,2012-01-12,1,415,1001.520328,8000,804,269,3828,4097
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,378,2012-01-13,1,180,848.2624719999999,5000,1675,174,3040,3214
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,379,2012-01-14,1,-8,771.6485720000001,4500,804,333,2160,2493
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,380,2012-01-15,1,-8,746.8385,4100,1072,284,2027,2311
Monday,NA,other,Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,381,2012-01-16,1,-8,780.406428,5200,1005,217,2081,2298
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,382,2012-01-17,1,415,981.105368,7100,1541,127,2808,2935
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,383,2012-01-18,1,274,878.193624,4400,1809,109,3267,3376
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,384,2012-01-19,1,-8,779.683928,4900,938,130,3162,3292
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,385,2012-01-20,1,86,815.4274479999999,4500,871,115,3048,3163
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,386,2012-01-21,1,-8,762.1555,8300,938,67,1234,1301
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,387,2012-01-22,1,-8,747.561,7900,871,196,1781,1977
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,388,2012-01-23,1,86,840.975048,9100,469,145,2287,2432
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,389,2012-01-24,1,368,963.568848,8300,536,439,3900,4339
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,390,2012-01-25,1,227,900.8130759999999,6400,670,467,3803,4270
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,391,2012-01-26,1,368,971.5938,7600,268,244,3831,4075
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Clouds/Mist,other,NA,392,2012-01-27,1,509,1040.182748,7400,1474,269,3187,3456
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,393,2012-01-28,1,274,937.2941239999999,5400,938,775,3248,4023
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,394,2012-01-29,1,227,875.265476,3100,1072,558,2685,3243
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,395,2012-01-30,1,180,863.5945,4000,938,126,3498,3624
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,January,January,January,2012,other,NA,Good,other,NA,396,2012-01-31,1,462,1000.8024520000001,4100,1139,324,4185,4509
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,397,2012-02-01,2,650,1099.317928,5000,804,304,4275,4579
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,398,2012-02-02,2,462,1021.2104760000001,6700,804,190,3571,3761
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,399,2012-02-03,2,274,917.603976,5200,737,310,3841,4151
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,400,2012-02-04,2,180,875.2701,7700,536,384,2448,2832
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,401,2012-02-05,2,180,865.786276,6800,737,318,2629,2947
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,402,2012-02-06,2,227,902.6684560000001,6200,670,206,3578,3784
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,403,2012-02-07,2,368,977.4362239999999,4900,603,199,4176,4375
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,404,2012-02-08,2,180,867.9826760000001,7200,536,109,2693,2802
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,405,2012-02-09,2,180,862.8581280000001,5600,871,163,3667,3830
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,406,2012-02-10,2,227,899.3530480000001,5400,469,227,3604,3831
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Rain/Snow/Storm,other,NA,407,2012-02-11,2,86,803.762252,7300,1273,192,1977,2169
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,408,2012-02-12,2,-102,677.516648,4600,1809,73,1456,1529
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,409,2012-02-13,2,86,823.4674279999999,4100,737,94,3328,3422
Tuesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Clouds/Mist,other,NA,410,2012-02-14,2,321,946.0415760000001,5000,603,135,3787,3922
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,February,February,February,2012,other,NA,Good,other,NA,411,2012-02-15,2,368,966.483124,5300,804,141,4028,4169
