id,start_date,end_date,how_masc,how_important,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,race2,racethn4,educ3,educ4,age3,kids,orientation,weight,masc_ind,masc_scale
592,2018-05-17T12:11:00Z,2018-05-17T12:16:00Z,Not at all masculine,Very important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Often,Often,"Never, and not open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,Often,No answer,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Other,Black,High school or G.E.D.,Ohio,"$0-$9,999",East North Central,Windows Desktop / Laptop,Non-white,Black,High school or less,High school or less,35 - 64,No children,Other,5.284617938,FALSE,NA
593,2018-05-17T12:20:00Z,2018-05-17T12:24:00Z,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it","Never, and not open to it",Not selected,Your weight,Not selected,Your physique,Not selected,Your clothing or style,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,A lot,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,"$125,000-$149,999",East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258,TRUE,high
594,2018-05-17T12:21:00Z,2018-05-17T12:25:00Z,Very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Often,Often,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,Often,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258,TRUE,high
595,2018-05-17T12:34:00Z,2018-05-17T12:40:00Z,Somewhat masculine,Not at all important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",Sometimes,Often,Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,Not selected,Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Often,It?s the right thing to do,You make more money than your date,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,"$200,000+",East North Central,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258,TRUE,moderate
596,2018-05-17T12:35:00Z,2018-05-17T12:41:00Z,Somewhat masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Often,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Sometimes,NA,NA,NA,NA,NA,NA,NA,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,California,"$200,000+",Pacific,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059756492,TRUE,moderate
597,2018-05-17T12:40:00Z,2018-05-17T12:45:00Z,Very masculine,Not at all important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Rarely,Sometimes,No answer,Rarely,"Never, and not open to it",No answer,Rarely,Rarely,Sometimes,Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No answer,NA,NA,NA,NA,NA,NA,NA,Not selected,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Did not complete high school,New York,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,2.573324496,TRUE,NA
598,2018-05-17T12:41:00Z,2018-05-17T12:46:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Rarely,Sometimes,"Never, and not open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Florida,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.060690026,TRUE,moderate
599,2018-05-17T12:46:00Z,2018-05-17T12:52:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,No,Sometimes,Rarely,"Never, and not open to it",No answer,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, and not open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Only a little,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,North Carolina,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.483958033,TRUE,NA
600,2018-05-17T12:51:00Z,2018-05-17T12:57:00Z,Very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it",Sometimes,Rarely,Often,Often,"Never, but open to it",Rarely,Your height,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,California,"$200,000+",Pacific,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059756492,TRUE,high
601,2018-05-17T09:40:00Z,2018-05-17T01:06:00Z,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working part-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Other (please specify),Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Other (please specify),Not selected,Not selected,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Other (please specify),NA,A lot,Yes,Yes,Often,Not selected,You make more money than your date,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Colorado,"$50,000-$74,999",Mountain,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.452499589,TRUE,moderate
602,2018-05-17T12:59:00Z,2018-05-17T01:06:00Z,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Often,"Never, but open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Nothing at all,NA,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,South Carolina,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Straight,0.617906017,TRUE,NA
603,2018-05-17T01:00:00Z,2018-05-17T01:04:00Z,Very masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Sometimes,Rarely,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Illinois,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064265518,TRUE,high
604,2018-05-17T01:04:00Z,2018-05-17T01:08:00Z,Somewhat masculine,Somewhat important,Not selected,Mother or mother figure(s),Other family members,Pop culture,Not selected,Not selected,Yes,"Never, but open to it",Rarely,"Never, but open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Some,No,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Massachusetts,"$200,000+",New England,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.668210024,TRUE,moderate
605,2018-05-17T01:06:00Z,2018-05-17T01:14:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Rarely,Sometimes,Often,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Indiana,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.600640079,TRUE,moderate
606,2018-05-17T01:07:00Z,2018-05-17T01:11:00Z,Somewhat masculine,Not too important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Not selected,Not selected,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Confronted the accused person,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,A lot,Yes,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,Yes,Widowed,Not selected,Not selected,No children,Straight,White,Post graduate degree,Vermont,"$75,000-$99,999",New England,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.066058959,TRUE,moderate
607,2018-05-17T01:07:00Z,2018-05-17T01:11:00Z,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,No,Often,Often,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, but open to it",Often,Often,Often,Rarely,Not selected,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Sexual performance or amount of sex,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Pennsylvania,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.057243954,TRUE,moderate
608,2018-05-17T01:08:00Z,2018-05-17T01:14:00Z,Somewhat masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Friends,Not selected,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,Rarely,Sometimes,Not selected,Your weight,Not selected,Not selected,Appearance of your genitalia,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Pennsylvania,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.057243954,TRUE,NA
609,2018-05-17T01:10:00Z,2018-05-17T01:24:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Not selected,No,Sometimes,"Never, but open to it",Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,Some college,South Carolina,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet,Non-white,Other,Some college,Some college,65 and up,Has children,Straight,0.702927368,TRUE,moderate
610,2018-05-17T01:23:00Z,2018-05-17T01:41:00Z,Very masculine,Somewhat important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Rarely,Rarely,Sometimes,Rarely,"Never, but open to it",Sometimes,Often,Rarely,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Widowed,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Bisexual,White,Associate's degree,Texas,"$10,000-$24,999",West South Central,iOS Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Gay/Bisexual,0.620528742,TRUE,NA
611,2018-05-17T01:29:00Z,2018-05-17T01:35:00Z,Very masculine,Very important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Often,Often,No answer,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Texas,"$200,000+",West South Central,MacOS Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967,TRUE,high
612,2018-05-17T01:30:00Z,2018-05-17T01:36:00Z,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Other (please specify),Yes,"Never, but open to it","Never, but open to it",Rarely,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,Rarely,Rarely,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,Not selected,You make more money than your date,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Other (please specify),Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Illinois,"$100,000-$124,999",East North Central,Android Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064265518,TRUE,moderate
613,2018-05-17T01:31:00Z,2018-05-17T01:35:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Friends,Other (please specify),Yes,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,Your height,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,Asian,Post graduate degree,Virginia,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,Non-white,Other,College or more,Post graduate degree,65 and up,No children,Straight,0.116047138,TRUE,moderate
614,2018-05-17T01:37:00Z,2018-05-17T01:45:00Z,Very masculine,Very important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Friends,Not selected,Yes,Often,Often,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,Not selected,Not selected,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Not selected,NA,A lot,Yes,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,Yes,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,Black,College graduate,Texas,"$50,000-$74,999",West South Central,Android Phone / Tablet,Non-white,Black,College or more,College or more,35 - 64,Has children,Straight,0.710158482,TRUE,high
