weekday,weekday_chr,weekday_fct,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month_ord,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,249,2011-09-06,9,17,33.5168,88,23,204,2506,2710
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,250,2011-09-07,9,20,34.503786,91,6,118,1878,1996
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,251,2011-09-08,9,21,34.882273999999995,93,12,153,1689,1842
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,252,2011-09-09,9,22,35.684163999999996,89,8,417,3127,3544
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,1,Good,Good,253,2011-09-10,9,23,36.670708000000005,75,10,1750,3595,5345
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,1,Good,Good,254,2011-09-11,9,22,36.713786,71,7,1633,3413,5046
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,1,Good,Good,255,2011-09-12,9,22,36.47242,69,5,690,4023,4713
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,1,Good,Good,256,2011-09-13,9,22,36.520836,71,9,701,4062,4763
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,1,Good,Good,257,2011-09-14,9,23,37.3146,69,11,647,4138,4785
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,258,2011-09-15,9,19,34.824814,70,18,428,3231,3659
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,259,2011-09-16,9,14,31.690150000000003,59,11,742,4018,4760
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,260,2011-09-17,9,15,32.269408,71,12,1434,3077,4511
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,1,Good,Good,261,2011-09-18,9,15,32.678258,69,11,1353,2921,4274
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,262,2011-09-19,9,17,34.00895,69,10,691,3848,4539
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,263,2011-09-20,9,18,34.095378,88,9,438,3203,3641
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,264,2011-09-21,9,19,34.718122,90,6,539,3813,4352
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,265,2011-09-22,9,21,34.868742,90,8,555,4240,4795
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,266,2011-09-23,9,20,33.75225,97,5,258,2137,2395
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,267,2011-09-24,9,20,35.190008000000006,86,5,1776,3647,5423
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,268,2011-09-25,9,21,35.469657999999995,84,3,1544,3466,5010
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,269,2011-09-26,9,22,36.027428,84,7,684,3946,4630
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,270,2011-09-27,9,21,35.53385,88,7,477,3643,4120
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,2,Clouds/Mist,Clouds/Mist,271,2011-09-28,9,21,35.555372,84,9,480,3427,3907
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,1,Good,Good,272,2011-09-29,9,20,35.533408,69,11,653,4186,4839
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,0,2011,2011,1,Good,Good,273,2011-09-30,9,18,34.524186,64,13,830,4372,5202
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,274,2011-10-01,10,11,30.037342,75,19,480,1949,2429
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,275,2011-10-02,10,8,27.740778,79,14,616,2302,2918
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,276,2011-10-03,10,10,29.329563999999998,76,5,330,3240,3570
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,277,2011-10-04,10,14,32.077172000000004,71,13,486,3970,4456
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,278,2011-10-05,10,17,33.922692,64,11,559,4267,4826
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,279,2011-10-06,10,15,32.334450000000004,62,9,639,4126,4765
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,280,2011-10-07,10,16,33.149736,68,1,949,4036,4985
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,281,2011-10-08,10,16,33.450227999999996,70,3,2235,3174,5409
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,282,2011-10-09,10,17,33.815422,72,4,2397,3114,5511
1,Monday,Monday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,283,2011-10-10,10,18,34.459450000000004,73,2,1514,3603,5117
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,284,2011-10-11,10,18,34.567264,80,9,667,3896,4563
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,285,2011-10-12,10,17,33.602378,90,16,217,2199,2416
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,286,2011-10-13,10,19,34.761336,89,9,290,2623,2913
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,287,2011-10-14,10,17,34.00895,71,15,529,3115,3644
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,288,2011-10-15,10,15,32.956649999999996,48,17,1899,3318,5217
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,289,2011-10-16,10,16,33.107236,48,18,1748,3293,5041
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,290,2011-10-17,10,17,33.36465,57,11,713,3857,4570
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,291,2011-10-18,10,17,33.772514,70,7,637,4111,4748
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,292,2011-10-19,10,17,33.470832,89,16,254,2170,2424
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,293,2011-10-20,10,14,31.86185,63,28,471,3724,4195
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,294,2011-10-21,10,12,30.402264,57,14,676,3628,4304
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,295,2011-10-22,10,11,30.466728,62,6,1499,2809,4308
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,296,2011-10-23,10,11,30.359322,74,6,1619,2762,4381
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,297,2011-10-24,10,13,31.540278,77,7,699,3488,4187
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,298,2011-10-25,10,14,31.75475,62,11,695,3992,4687
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,299,2011-10-26,10,14,32.076764,72,9,404,3490,3894
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,300,2011-10-27,10,14,31.539564,81,13,240,2419,2659
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,2,Clouds/Mist,Clouds/Mist,301,2011-10-28,10,7,26.839608,58,15,456,3291,3747
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,302,2011-10-29,10,3,23.749042,88,23,57,570,627
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,0,2011,2011,1,Good,Good,303,2011-10-30,10,7,26.925186,62,11,885,2446,3331
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,0,2011,2011,1,Good,Good,304,2011-10-31,10,7,28.106142,70,7,362,3307,3669
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,305,2011-11-01,11,10,29.500992,68,9,410,3658,4068
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,306,2011-11-02,11,9,29.264522,71,5,370,3816,4186
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,307,2011-11-03,11,11,29.801313999999998,70,9,318,3656,3974
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,308,2011-11-04,11,10,29.715328,62,18,470,3576,4046
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,309,2011-11-05,11,7,27.011035999999997,51,12,1156,2770,3926
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,310,2011-11-06,11,8,28.320172,73,6,952,2697,3649
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,311,2011-11-07,11,10,29.629614,75,3,373,3662,4035
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,312,2011-11-08,11,11,30.016364,72,4,376,3829,4205
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,313,2011-11-09,11,10,29.908686000000003,75,4,305,3804,4109
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,314,2011-11-10,11,9,28.706514,81,12,190,2743,2933
5,Friday,Friday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,315,2011-11-11,11,7,26.431778,44,21,440,2928,3368
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,316,2011-11-12,11,8,28.170028,55,14,1275,2792,4067
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,317,2011-11-13,11,12,30.6387,45,18,1004,2713,3717
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,318,2011-11-14,11,16,33.836808,58,20,595,3891,4486
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,319,2011-11-15,11,16,33.257686,68,13,449,3746,4195
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,320,2011-11-16,11,13,31.367592000000002,93,9,145,1672,1817
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,321,2011-11-17,11,8,26.989514,57,20,139,2914,3053
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,322,2011-11-18,11,4,25.272514,41,11,245,3147,3392
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,323,2011-11-19,11,7,27.032422,50,15,943,2720,3663
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,324,2011-11-20,11,13,31.539972,68,12,787,2733,3520
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,325,2011-11-21,11,13,31.132108000000002,91,9,220,2545,2765
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,326,2011-11-22,11,11,30.337664,96,7,69,1538,1607
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,327,2011-11-23,11,12,30.638258,75,22,112,2454,2566
4,Thursday,Thursday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,328,2011-11-24,11,9,28.664014,54,11,560,935,1495
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,329,2011-11-25,11,9,28.942814,64,6,1095,1697,2792
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,330,2011-11-26,11,9,29.092958000000003,68,4,1249,1819,3068
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,0,2011,2011,1,Good,Good,331,2011-11-27,11,13,31.4972,69,13,810,2261,3071
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,332,2011-11-28,11,15,32.664148,74,9,253,3614,3867
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,2,Clouds/Mist,Clouds/Mist,333,2011-11-29,11,13,31.34675,83,17,96,2818,2914
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,0,2011,2011,1,Good,Good,334,2011-11-30,11,7,26.581514,61,18,188,3425,3613
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,335,2011-12-01,12,6,26.388835999999998,52,14,182,3545,3727
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,336,2011-12-02,12,6,27.268721999999997,62,6,268,3672,3940
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,337,2011-12-03,12,6,26.560536,61,6,706,2908,3614
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,338,2011-12-04,12,7,27.8694,77,5,634,2851,3485
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,339,2011-12-05,12,10,29.39345,82,4,233,3578,3811
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,340,2011-12-06,12,13,31.5176,94,15,126,2468,2594
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,3,Rain/Snow/Storm,Rain/Snow/Storm,341,2011-12-07,12,11,29.608364,97,17,50,655,705
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,342,2011-12-08,12,4,24.735892,57,16,150,3172,3322
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,343,2011-12-09,12,5,26.796428,69,5,261,3359,3620
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,344,2011-12-10,12,4,25.058008,50,15,502,2688,3190
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,345,2011-12-11,12,2,24.607236,49,4,377,2366,2743
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,346,2011-12-12,12,3,25.186664,67,4,143,3167,3310
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,347,2011-12-13,12,5,26.238692,59,9,155,3368,3523
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,348,2011-12-14,12,6,27.504308,66,4,178,3562,3740
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,349,2011-12-15,12,11,30.016058,63,17,181,3528,3709
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,350,2011-12-16,12,9,28.23405,50,17,178,3399,3577
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,351,2011-12-17,12,4,24.478614,56,16,275,2464,2739
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,352,2011-12-18,12,3,24.349686,58,11,220,2211,2431
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,353,2011-12-19,12,5,25.551721999999998,63,11,260,3143,3403
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,354,2011-12-20,12,10,29.479436,59,4,216,3534,3750
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,355,2011-12-21,12,12,30.552577999999997,85,14,107,2553,2660
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,356,2011-12-22,12,11,30.488114000000003,75,3,227,2841,3068
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,357,2011-12-23,12,9,28.835442,68,18,163,2046,2209
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,358,2011-12-24,12,6,26.174228,54,12,155,856,1011
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,359,2011-12-25,12,4,25.518674,68,10,303,451,754
1,Monday,Monday,1,Holiday,Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,360,2011-12-26,12,7,26.728189999999998,50,16,430,887,1317
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,2,Clouds/Mist,Clouds/Mist,361,2011-12-27,12,7,27.139522,76,12,103,1059,1162
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,362,2011-12-28,12,6,25.519116,50,19,255,2047,2302
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,363,2011-12-29,12,3,24.972328,57,8,254,2169,2423
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,0,2011,2011,1,Good,Good,364,2011-12-30,12,6,26.839608,63,9,491,2508,2999
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,0,2011,2011,1,Good,Good,365,2011-12-31,12,11,30.080114000000002,61,14,665,1820,2485
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,366,2012-01-01,1,9,28.771113999999997,69,12,686,1608,2294
1,Monday,Monday,1,Holiday,Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Jan,January,1,2012,2012,1,Good,Good,367,2012-01-02,1,4,24.578336,38,22,244,1707,1951
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,368,2012-01-03,1,0,20.29335,44,24,89,2147,2236
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,2,Clouds/Mist,Clouds/Mist,369,2012-01-04,1,-2,20.057458,41,12,95,2273,2368
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,370,2012-01-05,1,4,25.466008000000002,52,8,140,3132,3272
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Jan,January,1,2012,2012,1,Good,Good,371,2012-01-06,1,7,27.569077999999998,54,11,307,3791,4098
